extension,count,total_bytes
cpp/build/tools/ui/ui-src/node_modules/@babel/helper-compilation-targets/node_modules/lru-cache/LICENSE,1,765
cpp/build/tools/ui/ui-src/node_modules/@babel/core/node_modules/semver/LICENSE,1,765
cpp/build/tools/ui/ui-src/node_modules/hast-util-from-dom/license,1,760
cpp/build/tools/ui/ui-src/node_modules/d3-delaunay/LICENSE,1,757
inf,1,754
cpp/build/tools/ui/ui-src/node_modules/inherits/LICENSE,1,749
cpp/build/tools/ui/ui-src/node_modules/zod-to-json-schema/LICENSE,1,745
cpp/build/tools/ui/ui-src/node_modules/siginfo/LICENSE,1,744
cpp/build/tools/ui/ui-src/node_modules/postcss-load-config/node_modules/yaml/LICENSE,1,743
cpp/build/tools/ui/ui-src/node_modules/delaunator/LICENSE,1,738
cpp/build/tools/ui/ui-src/node_modules/prettier-plugin-tailwindcss/dist/licenses/import-sort-style-module/LICENSE,1,733
cpp/build/tools/ui/ui-src/node_modules/d3/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-zoom/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-transition/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-timer/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-time/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-time-format/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-shape/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-selection/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-scale/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-random/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-quadtree/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-polygon/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-path/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-interpolate/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-hierarchy/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-format/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-force/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-fetch/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-dsv/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-drag/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-dispatch/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-contour/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-color/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-chord/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-brush/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-axis/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/d3-array/LICENSE,1,731
cpp/build/tools/ui/ui-src/node_modules/electron-to-chromium/LICENSE,1,728
cpp/build/tools/ui/ui-src/node_modules/setprototypeof/LICENSE,1,727
cpp/build/tools/ui/ui-src/node_modules/get-own-enumerable-property-symbols/LICENSE,1,727
cpp/build/tools/ui/ui-src/node_modules/internmap/LICENSE,1,726
cpp/build/tools/ui/ui-src/node_modules/d3-sankey/node_modules/internmap/LICENSE,1,726
prettierrc,3,724
idl,1,675
prettierignore,4,668
cpp/build/tools/ui/ui-src/node_modules/dexie/NOTICE,1,575
flake8,1,565
policytrace,1,540
cpp/build/tools/ui/ui-src/node_modules/@trickfilm400/rollup-plugin-off-main-thread/CONTRIBUTORS,1,476
bin/pwa-assets-generator,1,459
cpp/build/tools/ui/ui-src/node_modules/terser/bin/terser,1,444
bin/baseline-browser-mapping,1,423
bin/parser,1,415
bin/eslint-config-prettier,1,415
bin/storybook,1,413
bin/update-browserslist-db,1,407
bin/svelte-check,1,407
bin/svelte-kit,1,403
bin/http-server,1,403
cpp/build/tools/ui/ui-src/node_modules/recast/example/generic-identity,1,401
bin/why-is-node-running,1,401
bin/is-inside-container,1,401
bin/prettier,1,399
bin/esvalidate,1,399
bin/opener,1,397
bin/mini-svg-data-uri,1,397
S,1,396
bin/tsserver,1,395
bin/playwright,1,395
bin/tsv2json,1,393
bin/rollup,1,393
bin/regjsparser,1,393
bin/playwright-core,1,393
bin/json2tsv,1,393
bin/json2dsv,1,393
bin/json2csv,1,393
bin/js-yaml,1,393
bin/esparse,1,393
bin/dsv2json,1,393
bin/csv2json,1,393
bin/chromatic-cli,1,393
bin/chromatic,1,393
bin/chroma,1,393
bin/tsv2csv,1,391
bin/nanoid,1,391
bin/jiti,1,391
bin/glob,1,391
bin/dsv2dsv,1,391
bin/csv2tsv,1,391
bin/node-which,1,389
bin/marked,1,389
bin/lz-string,1,389
bin/eslint,1,389
bin/resolve,1,387
bin/esbuild,1,387
bin/browserslist,1,387
bin/tsc,1,385
bin/vitest,1,383
bin/terser,1,383
bin/cssesc,1,383
eslintcache,1,382
bin/vite,1,381
bin/json5,1,381
bin/is-docker,1,381
bin/jsesc,1,379
bin/jake,1,379
bin/acorn,1,379
bin/ejs,1,377
bin/sass,1,373
bin/katex,1,373
bin/mime,1,371
bin/he,1,367
cpp/build/tools/ui/ui-src/node_modules/union/examples/socketio/README,1,348
babelrc,9,341
cpp/build/tools/ui/ui-src/node_modules/eslint/node_modules/ajv/scripts/info,1,289
cpp/build/tools/ui/ui-src/node_modules/@eslint/eslintrc/node_modules/ajv/scripts/info,1,289
cpp/build/tools/ui/ui-src/node_modules/eslint/node_modules/ajv/scripts/prepare-tests,1,269
cpp/build/tools/ui/ui-src/node_modules/@eslint/eslintrc/node_modules/ajv/scripts/prepare-tests,1,269
dockerignore,1,261
cpp/Makefile,1,257
ini,2,255
cpp/build/tools/ui/ui-src/node_modules/playwright/NOTICE,1,254
cpp/build/tools/ui/ui-src/node_modules/playwright-core/NOTICE,1,254
cpp/build/tools/ui/ui-src/node_modules/@playwright/test/NOTICE,1,254
cpp/build/tools/ui/ui-src/node_modules/terser/bin/uglifyjs,1,246
plist,1,244
pc,1,244
cpp/build/tools/ui/ui-src/node_modules/rw/test/cat-async,1,244
jshintrc,1,242
swift/Makefile,1,230
example,2,200
cpp/build/tools/ui/ui-src/node_modules/dompurify/src/license_header,1,192
cpp/build/tools/ui/ui-src/node_modules/rw/test/encode-object-async,1,179
cpp/build/tools/ui/ui-src/node_modules/rw/test/wc-async,1,178
cpp/build/tools/ui/ui-src/node_modules/recast/example/identity,1,176
cpp/build/tools/ui/ui-src/node_modules/rw/test/encode-string-async,1,167
gitattributes,6,166
cpp/build/tools/ui/ui-src/node_modules/rw/test/write-async,1,162
marks,50,144
npmignore,9,142
cpp/build/tools/ui/ui-src/node_modules/rw/test/encode-object-sync,1,136
xcworkspacedata,1,135
cpp/build/tools/ui/ui-src/node_modules/rw/test/cat-sync,1,132
cpp/build/tools/ui/ui-src/node_modules/rw/test/encode-string-sync,1,124
cpp/build/tools/ui/ui-src/node_modules/rw/test/wc-sync,1,121
cpp/build/tools/ui/ui-src/node_modules/rw/test/write-sync,1,119
npmrc,2,114
auto-changelog,1,113
ecrc,1,97
check_cache,1,85
browserslist,1,85
sha256,1,78
eslintignore,5,70
browserslistrc,1,67
cpp/build/tools/ui/ui-src/node_modules/acorn/bin/acorn,1,60
cpp/build/tools/ui/ui-src/node_modules/svelte-check/bin/svelte-check,1,53
cpp/build/tools/ui/ui-src/node_modules/typescript/bin/tsserver,1,50
cpp/build/tools/ui/ui-src/node_modules/vite-plugin-devtools-json/node_modules/uuid/dist/esm/bin/uuid,1,45
cpp/build/tools/ui/ui-src/node_modules/uuid/dist-node/bin/uuid,1,45
cpp/build/tools/ui/ui-src/node_modules/typescript/bin/tsc,1,45
last,1,41
cpp/build/tools/ui/ui-src/node_modules/prismjs/_headers,1,35
gitkeep,4,27
github/CODEOWNERS,1,25
nvmrc,4,14
farf,1,7
ui-stamp,1,6
coffee,2,1
typed,1,0
gitmodules,1,0
err,1,0
